model_name,timestamp,accuracy,precision,recall,f1_score,roc_auc_score,roc_curve,confusion_matrix,classification_report
KMeans_Original,2025-08-11 13:32:31,0.5266457680250783,0.5373134328358209,0.4472049689440994,0.488135593220339,0.5273999528264801,"{'fpr': [0.0, 0.5527950310559007, 1.0], 'tpr': [0.0, 0.6075949367088608, 1.0]}","[[72, 89], [62, 96]]","{'0': {'precision': 0.5373134328358209, 'recall': 0.4472049689440994, 'f1-score': 0.488135593220339, 'support': 161.0}, '1': {'precision': 0.518918918918919, 'recall': 0.6075949367088608, 'f1-score': 0.5597667638483965, 'support': 158.0}, 'accuracy': 0.5266457680250783, 'macro avg': {'precision': 0.5281161758773699, 'recall': 0.5273999528264801, 'f1-score': 0.5239511785343678, 'support': 319.0}, 'weighted avg': {'precision': 0.5282026704569165, 'recall': 0.5266457680250783, 'f1-score': 0.523614354848029, 'support': 319.0}}"
KMeans_Featured,2025-08-11 13:33:11,0.5266457680250783,0.5373134328358209,0.4472049689440994,0.488135593220339,0.5273999528264801,"{'fpr': [0.0, 0.5527950310559007, 1.0], 'tpr': [0.0, 0.6075949367088608, 1.0]}","[[72, 89], [62, 96]]","{'0': {'precision': 0.5373134328358209, 'recall': 0.4472049689440994, 'f1-score': 0.488135593220339, 'support': 161.0}, '1': {'precision': 0.518918918918919, 'recall': 0.6075949367088608, 'f1-score': 0.5597667638483965, 'support': 158.0}, 'accuracy': 0.5266457680250783, 'macro avg': {'precision': 0.5281161758773699, 'recall': 0.5273999528264801, 'f1-score': 0.5239511785343678, 'support': 319.0}, 'weighted avg': {'precision': 0.5282026704569165, 'recall': 0.5266457680250783, 'f1-score': 0.523614354848029, 'support': 319.0}}"
DT_V1,2025-08-11 14:04:53,0.71875,0.7142857142857143,0.7575757575757576,0.7352941176470589,0.7174975562072335,"[[25, 8], [10, 21]]","{'0': {'precision': 0.7142857142857143, 'recall': 0.7575757575757576, 'f1-score': 0.7352941176470589, 'support': 33.0}, '1': {'precision': 0.7241379310344828, 'recall': 0.6774193548387096, 'f1-score': 0.7, 'support': 31.0}, 'accuracy': 0.71875, 'macro avg': {'precision': 0.7192118226600985, 'recall': 0.7174975562072337, 'f1-score': 0.7176470588235294, 'support': 64.0}, 'weighted avg': {'precision': 0.719057881773399, 'recall': 0.71875, 'f1-score': 0.7181985294117648, 'support': 64.0}}","{'fpr': [0.0, 0.24242424242424243, 1.0], 'tpr': [0.0, 0.6774193548387096, 1.0]}",,
DT_V2,2025-08-11 14:05:14,0.71875,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.718475073313783,"[[24, 9], [9, 22]]","{'0': {'precision': 0.7272727272727273, 'recall': 0.7272727272727273, 'f1-score': 0.7272727272727273, 'support': 33.0}, '1': {'precision': 0.7096774193548387, 'recall': 0.7096774193548387, 'f1-score': 0.7096774193548387, 'support': 31.0}, 'accuracy': 0.71875, 'macro avg': {'precision': 0.718475073313783, 'recall': 0.718475073313783, 'f1-score': 0.718475073313783, 'support': 64.0}, 'weighted avg': {'precision': 0.71875, 'recall': 0.71875, 'f1-score': 0.71875, 'support': 64.0}}","{'fpr': [0.0, 0.2727272727272727, 1.0], 'tpr': [0.0, 0.7096774193548387, 1.0]}",,
DT_V3,2025-08-11 14:05:41,0.796875,0.8333333333333334,0.7575757575757576,0.7936507936507936,0.8372434017595308,"[[25, 8], [5, 26]]","{'0': {'precision': 0.8333333333333334, 'recall': 0.7575757575757576, 'f1-score': 0.7936507936507936, 'support': 33.0}, '1': {'precision': 0.7647058823529411, 'recall': 0.8387096774193549, 'f1-score': 0.8, 'support': 31.0}, 'accuracy': 0.796875, 'macro avg': {'precision': 0.7990196078431373, 'recall': 0.7981427174975562, 'f1-score': 0.7968253968253969, 'support': 64.0}, 'weighted avg': {'precision': 0.8000919117647058, 'recall': 0.796875, 'f1-score': 0.7967261904761904, 'support': 64.0}}","{'fpr': [0.0, 0.09090909090909091, 0.12121212121212122, 0.18181818181818182, 0.24242424242424243, 0.3333333333333333, 0.36363636363636365, 0.9090909090909091, 0.9696969696969697, 1.0], 'tpr': [0.0, 0.5161290322580645, 0.5483870967741935, 0.6774193548387096, 0.8387096774193549, 0.8709677419354839, 0.9032258064516129, 1.0, 1.0, 1.0]}","{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'best'}",0.6856363400535465
DT_V4,2025-08-11 14:06:20,0.765625,0.78125,0.7575757575757576,0.7692307692307693,0.7663734115347018,"[[25, 8], [7, 24]]","{'0': {'precision': 0.78125, 'recall': 0.7575757575757576, 'f1-score': 0.7692307692307693, 'support': 33.0}, '1': {'precision': 0.75, 'recall': 0.7741935483870968, 'f1-score': 0.7619047619047619, 'support': 31.0}, 'accuracy': 0.765625, 'macro avg': {'precision': 0.765625, 'recall': 0.7658846529814272, 'f1-score': 0.7655677655677655, 'support': 64.0}, 'weighted avg': {'precision': 0.76611328125, 'recall': 0.765625, 'f1-score': 0.7656822344322345, 'support': 64.0}}","{'fpr': [0.0, 0.21212121212121213, 0.24242424242424243, 0.3333333333333333, 0.45454545454545453, 0.6666666666666666, 1.0], 'tpr': [0.0, 0.7419354838709677, 0.7741935483870968, 0.7741935483870968, 0.8064516129032258, 0.9032258064516129, 1.0]}","{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",0.7030389072625097
SVM_Original,2025-08-11 13:34:54,0.515625,0.5833333333333334,0.2121212121212121,0.3111111111111111,0.5268817204301075,"[[7, 26], [5, 26]]","{'0': {'precision': 0.5833333333333334, 'recall': 0.21212121212121213, 'f1-score': 0.3111111111111111, 'support': 33.0}, '1': {'precision': 0.5, 'recall': 0.8387096774193549, 'f1-score': 0.6265060240963856, 'support': 31.0}, 'accuracy': 0.515625, 'macro avg': {'precision': 0.5416666666666667, 'recall': 0.5254154447702835, 'f1-score': 0.46880856760374834, 'support': 64.0}, 'weighted avg': {'precision': 0.54296875, 'recall': 0.515625, 'f1-score': 0.4638805220883534, 'support': 64.0}}","{'fpr': [0.0, 0.7878787878787878, 0.8484848484848485, 0.8484848484848485, 0.8787878787878788, 0.8787878787878788, 0.9696969696969697, 0.9696969696969697, 1.0], 'tpr': [0.0, 0.8387096774193549, 0.8387096774193549, 0.9032258064516129, 0.9032258064516129, 0.967741935483871, 0.967741935483871, 1.0, 1.0]}",,
SVM_Featured,2025-08-11 13:35:28,0.4375,0.4594594594594595,0.5151515151515151,0.4857142857142857,0.3973607038123167,"[[17, 16], [20, 11]]","{'0': {'precision': 0.4594594594594595, 'recall': 0.5151515151515151, 'f1-score': 0.4857142857142857, 'support': 33.0}, '1': {'precision': 0.4074074074074074, 'recall': 0.3548387096774194, 'f1-score': 0.3793103448275862, 'support': 31.0}, 'accuracy': 0.4375, 'macro avg': {'precision': 0.43343343343343343, 'recall': 0.43499511241446726, 'f1-score': 0.4325123152709359, 'support': 64.0}, 'weighted avg': {'precision': 0.4342467467467468, 'recall': 0.4375, 'f1-score': 0.4341748768472906, 'support': 64.0}}","{'fpr': [0.0, 0.030303030303030304, 0.030303030303030304, 0.15151515151515152, 0.15151515151515152, 0.21212121212121213, 0.21212121212121213, 0.48484848484848486, 0.5151515151515151, 0.5151515151515151, 0.5757575757575758, 0.5757575757575758, 0.6060606060606061, 0.6060606060606061, 0.6363636363636364, 0.6363636363636364, 0.696969696969697, 0.696969696969697, 0.7272727272727273, 0.7272727272727273, 0.7575757575757576, 0.7575757575757576, 0.7878787878787878, 0.7878787878787878, 0.9090909090909091, 0.9090909090909091, 1.0, 1.0], 'tpr': [0.0, 0.0, 0.03225806451612903, 0.03225806451612903, 0.12903225806451613, 0.12903225806451613, 0.1935483870967742, 0.3548387096774194, 0.3548387096774194, 0.3870967741935484, 0.3870967741935484, 0.41935483870967744, 0.41935483870967744, 0.45161290322580644, 0.45161290322580644, 0.4838709677419355, 0.4838709677419355, 0.5483870967741935, 0.5483870967741935, 0.5806451612903226, 0.5806451612903226, 0.6774193548387096, 0.6774193548387096, 0.7419354838709677, 0.7419354838709677, 0.8387096774193549, 0.8387096774193549, 1.0]}",,
SVM_Original_grid,2025-08-11 13:36:52,0.78125,0.7317073170731707,0.9090909090909092,0.8108108108108109,0.8856304985337243,"[[30, 3], [11, 20]]","{'0': {'precision': 0.7317073170731707, 'recall': 0.9090909090909091, 'f1-score': 0.8108108108108109, 'support': 33.0}, '1': {'precision': 0.8695652173913043, 'recall': 0.6451612903225806, 'f1-score': 0.7407407407407407, 'support': 31.0}, 'accuracy': 0.78125, 'macro avg': {'precision': 0.8006362672322376, 'recall': 0.7771260997067448, 'f1-score': 0.7757757757757757, 'support': 64.0}, 'weighted avg': {'precision': 0.7984822375397667, 'recall': 0.78125, 'f1-score': 0.7768706206206206, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.030303030303030304, 0.030303030303030304, 0.12121212121212122, 0.12121212121212122, 0.18181818181818182, 0.18181818181818182, 0.42424242424242425, 0.42424242424242425, 0.6363636363636364, 0.6363636363636364, 0.8787878787878788, 0.8787878787878788, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.6129032258064516, 0.6129032258064516, 0.6451612903225806, 0.6451612903225806, 0.7096774193548387, 0.7096774193548387, 0.8709677419354839, 0.8709677419354839, 0.9354838709677419, 0.9354838709677419, 0.967741935483871, 0.967741935483871, 1.0, 1.0]}","{'C': 1, 'gamma': 'scale', 'kernel': 'linear'}",0.7763255089269752
SVM_Featured_grid,2025-08-11 13:46:07,0.796875,0.7777777777777778,0.8484848484848485,0.8115942028985508,0.8748778103616813,"[[28, 5], [8, 23]]","{'0': {'precision': 0.7777777777777778, 'recall': 0.8484848484848485, 'f1-score': 0.8115942028985508, 'support': 33.0}, '1': {'precision': 0.8214285714285714, 'recall': 0.7419354838709677, 'f1-score': 0.7796610169491526, 'support': 31.0}, 'accuracy': 0.796875, 'macro avg': {'precision': 0.7996031746031746, 'recall': 0.7952101661779081, 'f1-score': 0.7956276099238517, 'support': 64.0}, 'weighted avg': {'precision': 0.7989211309523809, 'recall': 0.796875, 'f1-score': 0.7961265659543111, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.030303030303030304, 0.030303030303030304, 0.09090909090909091, 0.09090909090909091, 0.15151515151515152, 0.15151515151515152, 0.15151515151515152, 0.21212121212121213, 0.21212121212121213, 0.24242424242424243, 0.24242424242424243, 0.30303030303030304, 0.30303030303030304, 0.6060606060606061, 0.6060606060606061, 0.8181818181818182, 0.8181818181818182, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.41935483870967744, 0.41935483870967744, 0.5161290322580645, 0.5161290322580645, 0.5806451612903226, 0.5806451612903226, 0.6774193548387096, 0.7419354838709677, 0.7419354838709677, 0.8387096774193549, 0.8387096774193549, 0.9032258064516129, 0.9032258064516129, 0.9354838709677419, 0.9354838709677419, 0.967741935483871, 0.967741935483871, 1.0, 1.0]}","{'C': 10, 'gamma': 'scale', 'kernel': 'linear'}",0.737861899304105
NB_Original,2025-08-11 13:47:51,0.546875,0.5333333333333333,0.9696969696969696,0.6881720430107527,0.7644183773216031,"[[32, 1], [28, 3]]","{'0': {'precision': 0.5333333333333333, 'recall': 0.9696969696969697, 'f1-score': 0.6881720430107527, 'support': 33.0}, '1': {'precision': 0.75, 'recall': 0.0967741935483871, 'f1-score': 0.17142857142857143, 'support': 31.0}, 'accuracy': 0.546875, 'macro avg': {'precision': 0.6416666666666666, 'recall': 0.5332355816226784, 'f1-score': 0.4298003072196621, 'support': 64.0}, 'weighted avg': {'precision': 0.63828125, 'recall': 0.546875, 'f1-score': 0.43787442396313364, 'support': 64.0}}","{'fpr': [0.0, 0.030303030303030304, 0.030303030303030304, 0.06060606060606061, 0.06060606060606061, 0.12121212121212122, 0.12121212121212122, 0.24242424242424243, 0.24242424242424243, 0.30303030303030304, 0.30303030303030304, 0.36363636363636365, 0.36363636363636365, 0.3939393939393939, 0.3939393939393939, 0.42424242424242425, 0.42424242424242425, 0.45454545454545453, 0.45454545454545453, 0.48484848484848486, 0.48484848484848486, 0.696969696969697, 0.696969696969697, 1.0, 1.0], 'tpr': [0.0, 0.0, 0.3548387096774194, 0.3548387096774194, 0.4838709677419355, 0.4838709677419355, 0.5161290322580645, 0.5161290322580645, 0.5483870967741935, 0.5483870967741935, 0.5806451612903226, 0.5806451612903226, 0.7419354838709677, 0.7419354838709677, 0.8387096774193549, 0.8387096774193549, 0.8709677419354839, 0.8709677419354839, 0.9032258064516129, 0.9032258064516129, 0.9354838709677419, 0.9354838709677419, 0.967741935483871, 0.967741935483871, 1.0]}",,
NB_Featured,2025-08-11 13:48:44,0.546875,0.5333333333333333,0.9696969696969696,0.6881720430107527,0.7849462365591398,"[[32, 1], [28, 3]]","{'0': {'precision': 0.5333333333333333, 'recall': 0.9696969696969697, 'f1-score': 0.6881720430107527, 'support': 33.0}, '1': {'precision': 0.75, 'recall': 0.0967741935483871, 'f1-score': 0.17142857142857143, 'support': 31.0}, 'accuracy': 0.546875, 'macro avg': {'precision': 0.6416666666666666, 'recall': 0.5332355816226784, 'f1-score': 0.4298003072196621, 'support': 64.0}, 'weighted avg': {'precision': 0.63828125, 'recall': 0.546875, 'f1-score': 0.43787442396313364, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.030303030303030304, 0.030303030303030304, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.09090909090909091, 0.12121212121212122, 0.12121212121212122, 0.18181818181818182, 0.18181818181818182, 0.24242424242424243, 0.24242424242424243, 0.2727272727272727, 0.2727272727272727, 0.36363636363636365, 0.36363636363636365, 0.48484848484848486, 0.48484848484848486, 0.5454545454545454, 0.5454545454545454, 0.6666666666666666, 0.6666666666666666, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.9090909090909091, 0.9696969696969697, 0.9696969696969697, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.0967741935483871, 0.0967741935483871, 0.41935483870967744, 0.41935483870967744, 0.5161290322580645, 0.5161290322580645, 0.5483870967741935, 0.5483870967741935, 0.6129032258064516, 0.6129032258064516, 0.6451612903225806, 0.6451612903225806, 0.7419354838709677, 0.7419354838709677, 0.7741935483870968, 0.7741935483870968, 0.8064516129032258, 0.8064516129032258, 0.8387096774193549, 0.8387096774193549, 0.8709677419354839, 0.8709677419354839, 0.9032258064516129, 0.9032258064516129, 0.9354838709677419, 0.9354838709677419, 0.967741935483871, 0.967741935483871, 1.0, 1.0]}",,
NB_Original_grid,2025-08-11 13:49:27,0.515625,0.5416666666666666,0.3939393939393939,0.4561403508771929,0.6099706744868035,"[[13, 20], [11, 20]]","{'0': {'precision': 0.5416666666666666, 'recall': 0.3939393939393939, 'f1-score': 0.45614035087719296, 'support': 33.0}, '1': {'precision': 0.5, 'recall': 0.6451612903225806, 'f1-score': 0.5633802816901409, 'support': 31.0}, 'accuracy': 0.515625, 'macro avg': {'precision': 0.5208333333333333, 'recall': 0.5195503421309873, 'f1-score': 0.5097603162836669, 'support': 64.0}, 'weighted avg': {'precision': 0.521484375, 'recall': 0.515625, 'f1-score': 0.5080846923647147, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.030303030303030304, 0.030303030303030304, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.09090909090909091, 0.15151515151515152, 0.15151515151515152, 0.21212121212121213, 0.21212121212121213, 0.24242424242424243, 0.24242424242424243, 0.2727272727272727, 0.2727272727272727, 0.3333333333333333, 0.3333333333333333, 0.42424242424242425, 0.42424242424242425, 0.6363636363636364, 0.6363636363636364, 0.6666666666666666, 0.6666666666666666, 0.7272727272727273, 0.7272727272727273, 0.7575757575757576, 0.7575757575757576, 0.8181818181818182, 0.8181818181818182, 0.8484848484848485, 0.8484848484848485, 0.9393939393939394, 0.9393939393939394, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.0967741935483871, 0.0967741935483871, 0.22580645161290322, 0.22580645161290322, 0.25806451612903225, 0.25806451612903225, 0.2903225806451613, 0.2903225806451613, 0.3548387096774194, 0.3548387096774194, 0.3870967741935484, 0.3870967741935484, 0.41935483870967744, 0.41935483870967744, 0.45161290322580644, 0.45161290322580644, 0.5483870967741935, 0.5483870967741935, 0.6451612903225806, 0.6451612903225806, 0.7096774193548387, 0.7096774193548387, 0.7419354838709677, 0.7419354838709677, 0.7741935483870968, 0.7741935483870968, 0.8064516129032258, 0.8064516129032258, 0.9032258064516129, 0.9032258064516129, 0.967741935483871, 0.967741935483871, 1.0, 1.0]}",{'var_smoothing': np.float64(1.0)},0.5834024331642651
NB_V4,2025-08-11 13:49:53,0.515625,0.5416666666666666,0.3939393939393939,0.45614035087719296,0.6099706744868035,"[[13, 20], [11, 20]]","{'0': {'precision': 0.5416666666666666, 'recall': 0.3939393939393939, 'f1-score': 0.45614035087719296, 'support': 33.0}, '1': {'precision': 0.5, 'recall': 0.6451612903225806, 'f1-score': 0.5633802816901409, 'support': 31.0}, 'accuracy': 0.515625, 'macro avg': {'precision': 0.5208333333333333, 'recall': 0.5195503421309873, 'f1-score': 0.5097603162836669, 'support': 64.0}, 'weighted avg': {'precision': 0.521484375, 'recall': 0.515625, 'f1-score': 0.5080846923647147, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.030303030303030304, 0.030303030303030304, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.09090909090909091, 0.15151515151515152, 0.15151515151515152, 0.21212121212121213, 0.21212121212121213, 0.24242424242424243, 0.24242424242424243, 0.2727272727272727, 0.2727272727272727, 0.3333333333333333, 0.3333333333333333, 0.42424242424242425, 0.42424242424242425, 0.6363636363636364, 0.6363636363636364, 0.6666666666666666, 0.6666666666666666, 0.7272727272727273, 0.7272727272727273, 0.7575757575757576, 0.7575757575757576, 0.8181818181818182, 0.8181818181818182, 0.8484848484848485, 0.8484848484848485, 0.9393939393939394, 0.9393939393939394, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.0967741935483871, 0.0967741935483871, 0.22580645161290322, 0.22580645161290322, 0.25806451612903225, 0.25806451612903225, 0.2903225806451613, 0.2903225806451613, 0.3548387096774194, 0.3548387096774194, 0.3870967741935484, 0.3870967741935484, 0.41935483870967744, 0.41935483870967744, 0.45161290322580644, 0.45161290322580644, 0.5483870967741935, 0.5483870967741935, 0.6451612903225806, 0.6451612903225806, 0.7096774193548387, 0.7096774193548387, 0.7419354838709677, 0.7419354838709677, 0.7741935483870968, 0.7741935483870968, 0.8064516129032258, 0.8064516129032258, 0.9032258064516129, 0.9032258064516129, 0.967741935483871, 0.967741935483871, 1.0, 1.0]}",{'var_smoothing': np.float64(1.0)},0.5834024331642651
LR_V1,2025-08-11 13:51:04,0.765625,0.7368421052631579,0.8484848484848485,0.7887323943661971,0.8836754643206256,"[[28, 5], [10, 21]]","{'0': {'precision': 0.7368421052631579, 'recall': 0.8484848484848485, 'f1-score': 0.7887323943661971, 'support': 33.0}, '1': {'precision': 0.8076923076923077, 'recall': 0.6774193548387096, 'f1-score': 0.7368421052631579, 'support': 31.0}, 'accuracy': 0.765625, 'macro avg': {'precision': 0.7722672064777327, 'recall': 0.7629521016617791, 'f1-score': 0.7627872498146775, 'support': 64.0}, 'weighted avg': {'precision': 0.7711601720647774, 'recall': 0.765625, 'f1-score': 0.7635980355819125, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.030303030303030304, 0.030303030303030304, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.18181818181818182, 0.2727272727272727, 0.2727272727272727, 0.36363636363636365, 0.36363636363636365, 0.3939393939393939, 0.3939393939393939, 0.8484848484848485, 0.8484848484848485, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.5483870967741935, 0.5483870967741935, 0.6129032258064516, 0.6129032258064516, 0.6451612903225806, 0.6451612903225806, 0.6774193548387096, 0.6774193548387096, 0.8064516129032258, 0.8064516129032258, 0.8387096774193549, 0.8387096774193549, 0.8709677419354839, 0.8709677419354839, 0.967741935483871, 0.967741935483871, 1.0, 1.0]}",,
LR_Featured,2025-08-11 13:51:34,0.78125,0.7714285714285715,0.8181818181818182,0.7941176470588235,0.8680351906158357,"[[27, 6], [8, 23]]","{'0': {'precision': 0.7714285714285715, 'recall': 0.8181818181818182, 'f1-score': 0.7941176470588235, 'support': 33.0}, '1': {'precision': 0.7931034482758621, 'recall': 0.7419354838709677, 'f1-score': 0.7666666666666667, 'support': 31.0}, 'accuracy': 0.78125, 'macro avg': {'precision': 0.7822660098522167, 'recall': 0.7800586510263929, 'f1-score': 0.7803921568627451, 'support': 64.0}, 'weighted avg': {'precision': 0.7819273399014779, 'recall': 0.78125, 'f1-score': 0.7808210784313725, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.030303030303030304, 0.030303030303030304, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.09090909090909091, 0.12121212121212122, 0.12121212121212122, 0.15151515151515152, 0.15151515151515152, 0.18181818181818182, 0.18181818181818182, 0.24242424242424243, 0.24242424242424243, 0.30303030303030304, 0.30303030303030304, 0.45454545454545453, 0.45454545454545453, 0.7272727272727273, 0.7272727272727273, 0.9393939393939394, 0.9393939393939394, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.3870967741935484, 0.3870967741935484, 0.4838709677419355, 0.4838709677419355, 0.5161290322580645, 0.5161290322580645, 0.6774193548387096, 0.6774193548387096, 0.7096774193548387, 0.7096774193548387, 0.7419354838709677, 0.7419354838709677, 0.8387096774193549, 0.8387096774193549, 0.8709677419354839, 0.8709677419354839, 0.9032258064516129, 0.9032258064516129, 0.9354838709677419, 0.9354838709677419, 0.967741935483871, 0.967741935483871, 1.0, 1.0]}",,
